x,y,existing_z_m,design_z_m,cut_fill_m,field_zone
1014.865,951.526,118.07729002762107,106.30229783964987,11.774992187971208,Heavy Cut > 2.0 m
1015.865,951.526,117.64597119175478,106.258886322987,11.387084868767786,Heavy Cut > 2.0 m
1016.865,951.526,117.2529651066686,106.22165760174852,11.031307504920079,Heavy Cut > 2.0 m
1017.865,951.526,116.95188619855821,106.18437513953307,10.76751105902514,Heavy Cut > 2.0 m
1018.865,951.526,116.65594303788357,106.14055165978928,10.515391378094293,Heavy Cut > 2.0 m
1019.865,951.526,116.39801471382931,106.10383039518264,10.294184318646671,Heavy Cut > 2.0 m
1020.865,951.526,117.281,106.09793323210477,11.183066767895241,Heavy Cut > 2.0 m
1021.865,951.526,115.868,106.10383520786115,9.764164792138843,Heavy Cut > 2.0 m
1022.865,951.526,115.868,106.04240051388817,9.825599486111827,Heavy Cut > 2.0 m
1023.865,951.526,115.868,105.7691404100118,10.098859589988194,Heavy Cut > 2.0 m
1024.865,951.526,115.868,105.14365431650876,10.724345683491237,Heavy Cut > 2.0 m
1025.865,951.526,115.868,104.35068322926259,11.51731677073741,Heavy Cut > 2.0 m
1026.865,951.526,115.868,103.82172850183619,12.046271498163804,Heavy Cut > 2.0 m
1027.865,951.526,115.868,103.64209111650104,12.22590888349896,Heavy Cut > 2.0 m
1028.865,951.526,115.868,103.61112180732454,12.256878192675458,Heavy Cut > 2.0 m
1029.865,951.526,115.868,103.60499006714375,12.26300993285625,Heavy Cut > 2.0 m
1030.865,951.526,111.857,103.59400650407696,8.262993495923041,Heavy Cut > 2.0 m
1031.865,951.526,111.857,103.57495394402048,8.28204605597952,Heavy Cut > 2.0 m
1032.865,951.526,111.857,103.55488456035405,8.302115439645945,Heavy Cut > 2.0 m
1033.865,951.526,111.857,103.54245191648522,8.31454808351478,Heavy Cut > 2.0 m
1034.865,951.526,111.857,103.54127332631182,8.315726673688175,Heavy Cut > 2.0 m
1035.865,951.526,111.857,103.54937813675707,8.307621863242929,Heavy Cut > 2.0 m
1036.865,951.526,111.857,103.56038872074083,8.296611279259167,Heavy Cut > 2.0 m
1037.865,951.526,108.608,103.57034447706573,5.037655522934273,Heavy Cut > 2.0 m
1038.865,951.526,108.608,103.57776894029988,5.030231059700128,Heavy Cut > 2.0 m
1039.865,951.526,108.608,103.581513103198,5.026486896801998,Heavy Cut > 2.0 m
1040.865,951.526,108.608,103.58243951756978,5.0255604824302225,Heavy Cut > 2.0 m
