section_id,line_name,chainage_m,offset_m,x_center,y_center,existing_z_m,design_z_m,cut_fill_m
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-10.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-9.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-9.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-8.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-8.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-7.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-7.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-6.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-6.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-5.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-5.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-4.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-4.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-3.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-3.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-2.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-2.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-1.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-1.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,-0.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,0.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,0.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,1.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,1.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,2.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,2.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,3.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,3.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,4.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,4.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,5.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,5.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,6.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,6.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,7.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,7.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,8.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,8.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,9.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,9.5,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS000,Drain_3_106_105,0.0,10.0,1025.5,976.5,106.63192909470251,106.0,0.6319290947025138
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-10.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-9.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-9.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-8.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-8.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-7.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-7.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-6.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-6.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-5.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-5.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-4.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-4.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-3.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-3.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-2.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-2.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-1.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-1.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,-0.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,0.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,0.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,1.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,1.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,2.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,2.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,3.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,3.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,4.0,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
Drain_3_106_105_CS002,Drain_3_106_105,2.044866519371116,4.5,1027.4964537913488,976.0632315383444,105.8628021403897,105.88633216029535,-0.023530019905649624
